Hospital Name,City,State,ZIP Code,County Name,Phone Number
PALMETTO HEALTH BAPTIST PARKRIDGE,COLUMBIA,SC,29212,LEXINGTON,8039077011
CAROLINAS HOSPITAL SYSTEM MARION,MULLINS,SC,29574,MARION,8434312000
NEWBERRY COUNTY MEMORIAL HOSPITAL,NEWBERRY,SC,29108,NEWBERRY,8034057145
GHS OCONEE MEMORIAL  HOSPITAL,SENECA,SC,29672,OCONEE,8644823100
TRMC OF ORANGEBURG & CALHOUN,ORANGEBURG,SC,29115,ORANGEBURG,8035332460
BAPTIST EASLEY HOSPITAL,EASLEY,SC,29641,PICKENS,8644427200
CANNON MEMORIAL HOSPITAL,PICKENS,SC,29671,PICKENS,8648784791
PALMETTO HEALTH BAPTIST,COLUMBIA,SC,29220,RICHLAND,8032965678
PALMETTO HEALTH RICHLAND,COLUMBIA,SC,29203,RICHLAND,8032965678
PROVIDENCE HEALTH,COLUMBIA,SC,29204,RICHLAND,8032565300
MARY BLACK HEALTH SYSTEM SPARTANBURG,SPARTANBURG,SC,29307,SPARTANBURG,8645733000
SPARTANBURG MEDICAL CENTER,SPARTANBURG,SC,29303,SPARTANBURG,8645606000
PALMETTO HEALTH TUOMEY HOSPITAL,SUMTER,SC,29150,SUMTER,8037749000
UNION MEDICAL CENTER,UNION,SC,29379,UNION,8643012000
WILLIAMSBURG REGIONAL HOSPITAL,KINGSTREE,SC,29556,WILLIAMSBURG,8433558888
PIEDMONT MEDICAL CENTER,ROCK HILL,SC,29730,YORK,8033291234
HURON REGIONAL MEDICAL CENTER,HURON,SD,57350,BEADLE,6053536200
BENNETT COUNTY HOSPITAL AND NURSING HOME - CAH,MARTIN,SD,57551,BENNETT,6056856622
LANDMANN-JUNGMAN MEMORIAL HOSPITAL - CAH,SCOTLAND,SD,57059,BON HOMME,6055832226
ST MICHAEL'S HOSPITAL - CAH,TYNDALL,SD,57066,BON HOMME,6055892100
BROOKINGS HEALTH SYSTEM,BROOKINGS,SD,57006,BROOKINGS,6056969000
AVERA ST LUKES,ABERDEEN,SD,57401,BROWN,6056225000
SANFORD ABERDEEN MEDICAL CENTER,ABERDEEN,SD,57402,BROWN,6056264200
SANFORD CHAMBERLAIN MEDICAL CENTER,CHAMBERLAIN,SD,57325,BRULE,6052345511
PLATTE HEALTH CENTER - CAH,PLATTE,SD,57369,CHARLES MIX,6053373364
WAGNER COMMUNITY MEMORIAL HOSPITAL - CAH,WAGNER,SD,57380,CHARLES MIX,6053843611
SANFORD VERMILLION HOSPITAL,VERMILLION,SD,57069,CLAY,6056773500
PRAIRIE LAKES HOSPITAL,WATERTOWN,SD,57201,CODINGTON,6058827000
REGIONAL HEALTH CUSTER HOSPITAL,CUSTER,SD,57730,CUSTER,6056739400
AVERA QUEEN OF PEACE,MITCHELL,SD,57301,DAVISON,6059952000
SANFORD HOSPITAL WEBSTER - CAH,WEBSTER,SD,57274,DAY,6053453336
SANFORD CLEAR LAKE MEDICAL CENTER,CLEAR LAKE,SD,57226,DEUEL,6058742141
PHS INDIAN HOSPITAL AT EAGLE BUTTE,EAGLE BUTTE,SD,57625,DEWEY,6059643005
DOUGLAS COUNTY MEMORIAL HOSPITAL-CAH,ARMOUR,SD,57313,DOUGLAS,6057242159
BOWDLE HOSPITAL - CAH,BOWDLE,SD,57428,EDMUNDS,6052856146
FALL RIVER HOSPITAL - CAH,HOT SPRINGS,SD,57747,FALL RIVER,6057458910
FAULKTON AREA MEDICAL CENTER,FAULKTON,SD,57438,FAULK,6055986262
MILBANK AREA HOSPITAL/AVERA HEALTH,MILBANK,SD,57252,GRANT,6054324538
AVERA GREGORY HOSPITAL,GREGORY,SD,57533,GREGORY,6058358394
COMMUNITY MEMORIAL HOSPITAL,BURKE,SD,57523,GREGORY,6057752621
HANS P PETERSON MEMORIAL HOSPITAL - CAH,PHILIP,SD,57567,HAAKON,6058592511
AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC,MILLER,SD,57362,HAND,6058532421
AVERA ST MARY'S HOSPITAL,PIERRE,SD,57501,HUGHES,6052243100
AVERA ST BENEDICT HEALTH CENTER - CAH,PARKSTON,SD,57366,HUTCHINSON,6059283311
FREEMAN MEDICAL CENTER - CAH,FREEMAN,SD,57029,HUTCHINSON,6059254000
AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH,WESSINGTON SPRINGS,SD,57382,JERAULD,6055391201
AVERA DE SMET MEMORIAL HOSPITAL - CAH,DE SMET,SD,57231,KINGSBURY,6058543329
MADISON REGIONAL HEALTH SYSTEM,MADISON,SD,57042,LAKE,6052566551
REGIONAL HEALTH LEAD-DEADWOOD HOSPITAL,DEADWOOD,SD,57732,LAWRENCE,6057226101
REGIONAL HEALTH SPEARFISH HOSPITAL,SPEARFISH,SD,57783,LAWRENCE,6056444000
SANFORD CANTON-INWOOD MEDICAL CENTER - CAH,CANTON,SD,57013,LINCOLN,6057641400
MARSHALL COUNTY HEALTHCARE CENTER - CAH,BRITTON,SD,57430,MARSHALL,6054482253
EUREKA COMMUNITY HEALTH SERVICES - CAH,EUREKA,SD,57437,MCPHERSON,6052842661
REGIONAL HEALTH STURGIS HOSPITAL,STURGIS,SD,57785,MEADE,6057202400
AVERA DELLS AREA HOSPITAL  - CAH,DELL RAPIDS,SD,57022,MINNEHAHA,6054285431
AVERA HEART HOSPITAL OF SOUTH DAKOTA,SIOUX FALLS,SD,57108,MINNEHAHA,6059777000
AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,SIOUX FALLS,SD,57117,MINNEHAHA,6053228000
LIFESCAPE,SIOUX FALLS,SD,57105,MINNEHAHA,6054449500
SANFORD USD MEDICAL CENTER,SIOUX FALLS,SD,57117,MINNEHAHA,6053331000
SIOUX FALLS SPECIALTY HOSPITAL LLP,SIOUX FALLS,SD,57105,MINNEHAHA,6053346730
AVERA FLANDREAU HOSPITAL - CAH,FLANDREAU,SD,57028,MOODY,6059972433
BLACK HILLS SURGICAL HOSPITAL LLP,RAPID CITY,SD,57703,PENNINGTON,6057214700
PHS INDIAN HOSPITAL AT RAPID CITY - SIOUX SAN,RAPID CITY,SD,57702,PENNINGTON,6053552500
REGIONAL HEALTH RAPID CITY HOSPITAL,RAPID CITY,SD,57701,PENNINGTON,6057551000
SAME DAY SURGERY CENTER LLC,RAPID CITY,SD,57701,PENNINGTON,6057559900
AVERA GETTYSBURG HOSPITAL,GETTYSBURG,SD,57442,POTTER,6057652480
COTEAU DES PRAIRIES HEALTH CARE SYSTEM,SISSETON,SD,57262,ROBERTS,6056987647
COMMUNITY MEMORIAL HOSPITAL,REDFIELD,SD,57469,SPINK,6054721110
PHS INDIAN HOSPITAL AT ROSEBUD,ROSEBUD,SD,57570,TODD,6057472231
WINNER REGIONAL HEALTHCARE CENTER - CAH,WINNER,SD,57580,TRIPP,6058427100
PIONEER MEMORIAL HOSPITAL - CAH,VIBORG,SD,57070,TURNER,6053265161
DUNES SURGICAL HOSPITAL,DAKOTA DUNES,SD,57049,UNION,6052323332
MOBRIDGE REGIONAL HOSPITAL - CAH,MOBRIDGE,SD,57601,WALWORTH,6058453692
AVERA SACRED HEART HOSPITAL,YANKTON,SD,57078,YANKTON,6056688000
PHS INDIAN HOSPITAL AT PINE RIDGE,PINE RIDGE,SD,57770,,6058675131
METHODIST MEDICAL CENTER OF OAK RIDGE,OAK RIDGE,TN,37830,ANDERSON,8658351000
TENNOVA HEALTHCARE-SHELBYVILLE,SHELBYVILLE,TN,37160,BEDFORD,9316855433
CAMDEN GENERAL HOSPITAL,CAMDEN,TN,38320,BENTON,7315840109
ERLANGER BLEDSOE HOSPITAL,PIKEVILLE,TN,37367,BLEDSOE,4234472112
BLOUNT MEMORIAL HOSPITAL,MARYVILLE,TN,37804,BLOUNT,8659837211
TENNOVA HEALTHCARE-CLEVELAND,CLEVELAND,TN,37311,BRADLEY,4233394132
JELLICO COMMUNITY HOSPITAL,JELLICO,TN,37762,CAMPBELL,4237847252
TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,LA FOLLETTE,TN,37766,CAMPBELL,4239071440
SAINT THOMAS STONES RIVER HOSPITAL,WOODBURY,TN,37190,CANNON,6155634001
BAPTIST MEMORIAL HOSPITAL HUNTINGDON,HUNTINGDON,TN,38344,CARROLL,7319864461
MCKENZIE REGIONAL HOSPITAL,MC KENZIE,TN,38201,CARROLL,7313525344
SYCAMORE SHOALS HOSPITAL,ELIZABETHTON,TN,37643,CARTER,4235421300
TRISTAR ASHLAND CITY MEDICAL CENTER,ASHLAND CITY,TN,37015,CHEATHAM,6157923030
CLAIBORNE MEDICAL CENTER,TAZEWELL,TN,37879,CLAIBORNE,4236264211
CUMBERLAND RIVER HOSPITAL,CELINA,TN,38551,CLAY,9312433581
TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,NEWPORT,TN,37821,COCKE,4236252200
TENNOVA HEALTHCARE-HARTON,TULLAHOMA,TN,37388,COFFEE,9313933000
UNITY MEDICAL CENTER,MANCHESTER,TN,37355,COFFEE,9317283586
CUMBERLAND MEDICAL CENTER,CROSSVILLE,TN,38555,CUMBERLAND,9314849511
LECONTE MEDICAL CENTER,SEVIERVILLE,TN,37862,CUMBERLAND,8654467500
METRO NASHVILLE GENERAL HOSPITAL,NASHVILLE,TN,37208,DAVIDSON,6153414490
SAINT THOMAS HOSPITAL FOR SPECIALTY SURGERY,NASHVILLE,TN,37203,DAVIDSON,6155158200
SAINT THOMAS MIDTOWN HOSPITAL,NASHVILLE,TN,37236,DAVIDSON,6152845555
SAINT THOMAS WEST HOSPITAL,NASHVILLE,TN,37205,DAVIDSON,6152222111
TRISTAR CENTENNIAL MEDICAL CENTER,NASHVILLE,TN,37203,DAVIDSON,6153421000
TRISTAR SKYLINE MEDICAL CENTER,NASHVILLE,TN,37207,DAVIDSON,6157692000
TRISTAR SOUTHERN HILLS MEDICAL CENTER,NASHVILLE,TN,37211,DAVIDSON,6157814000
TRISTAR SUMMIT MEDICAL CENTER,HERMITAGE,TN,37076,DAVIDSON,6153163000
VANDERBILT UNIVERSITY MEDICAL CENTER,NASHVILLE,TN,37232,DAVIDSON,6153223454
DECATUR COUNTY GENERAL HOSPITAL,PARSONS,TN,38363,DECATUR,7318473031
SAINT THOMAS DEKALB HOSPITAL,SMITHVILLE,TN,37166,DEKALB,6152155000
TRISTAR HORIZON MEDICAL CENTER,DICKSON,TN,37055,DICKSON,6154460446
TENNOVA HEALTHCARE-DYERSBURG REGIONAL,DYERSBURG,TN,38024,DYER,7312852410
TENNOVA HEALTHCARE - JAMESTOWN,JAMESTOWN,TN,38556,FENTRESS,9318793352
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,WINCHESTER,TN,37398,FRANKLIN,9319678295
MILAN GENERAL HOSPITAL,MILAN,TN,38358,GIBSON,7316861591
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,PULASKI,TN,38478,GILES,9313637531
"LAUGHLIN MEMORIAL HOSPITAL, INC",GREENEVILLE,TN,37745,GREENE,4237875000
TAKOMA REGIONAL HOSPITAL,GREENEVILLE,TN,37743,GREENE,4236393151
LAKEWAY REGIONAL HOSPITAL,MORRISTOWN,TN,37814,HAMBLEN,4235226000
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,MORRISTOWN,TN,37814,HAMBLEN,4235864231
ERLANGER MEDICAL CENTER,CHATTANOOGA,TN,37403,HAMILTON,4237787000
"MEMORIAL HEALTHCARE SYSTEM, INC",CHATTANOOGA,TN,37404,HAMILTON,4234952525
PARKRIDGE MEDICAL CENTER,CHATTANOOGA,TN,37404,HAMILTON,4238944220
WELLMONT HANCOCK COUNTY HOSPITAL,SNEEDVILLE,TN,37869,HANCOCK,4237335001
BOLIVAR GENERAL HOSPITAL,BOLIVAR,TN,38008,HARDEMAN,7316583100
HARDIN MEDICAL CENTER,SAVANNAH,TN,38372,HARDIN,7319268121
WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL,ROGERSVILLE,TN,37857,HAWKINS,4239217000
HENDERSON COUNTY COMMUNITY HOSPITAL,LEXINGTON,TN,38351,HENDERSON,7319681801
HENRY COUNTY MEDICAL CENTER,PARIS,TN,38242,HENRY,7316421220
SAINT THOMAS HICKMAN HOSPITAL,CENTERVILLE,TN,37033,HICKMAN,9317294271
HOUSTON COUNTY COMMUNITY HOSPITAL,ERIN,TN,37061,HOUSTON,9312894211
THREE RIVERS HOSPITAL,WAVERLY,TN,37185,HUMPHREYS,9312964203
TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,JEFFERSON CITY,TN,37760,JEFFERSON,8654712500
JOHNSON COUNTY COMMUNITY HOSPITAL,MOUNTAIN CITY,TN,37683,JOHNSON,4237271110
EAST TENNESSEE CHILDRENS HOSPITAL,KNOXVILLE,TN,37916,KNOX,8655418000
FORT SANDERS REGIONAL MEDICAL CENTER,KNOXVILLE,TN,37916,KNOX,8655411101
PARKWEST MEDICAL CENTER,KNOXVILLE,TN,37923,KNOX,8659709800
TENNOVA HEALTHCARE,KNOXVILLE,TN,37917,KNOX,8655458000
UNIVERSITY OF TN MEDICAL CENTER (THE),KNOXVILLE,TN,37920,KNOX,8655449000
LAUDERDALE COMMUNITY HOSPITAL,RIPLEY,TN,38063,LAUDERDALE,7312212200
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,LAWRENCEBURG,TN,38464,LAWRENCE,9317626571
LINCOLN MEDICAL CENTER,FAYETTEVILLE,TN,37334,LINCOLN,9314381100
FORT LOUDON MEDICAL CENTER,LENOIR CITY,TN,37772,LOUDON,8652716000
MACON COUNTY GENERAL HOSPITAL,LAFAYETTE,TN,37083,MACON,6156662147
JACKSON-MADISON COUNTY GENERAL HOSPITAL,JACKSON,TN,38301,MADISON,7315415000
TENNOVA HEALTHCARE-REGIONAL JACKSON,JACKSON,TN,38305,MADISON,7316612000
MARSHALL MEDICAL CENTER,LEWISBURG,TN,37091,MARSHALL,9313596276
MAURY REGIONAL HOSPITAL,COLUMBIA,TN,38401,MAURY,9313811111
STARR REGIONAL MEDICAL CENTER ATHENS,ATHENS,TN,37371,MCMINN,4237451411
SWEETWATER HOSPITAL ASSOCIATION,SWEETWATER,TN,37874,MONROE,8652138200
TENNOVA HEALTHCARE-CLARKSVILLE,CLARKSVILLE,TN,37040,MONTGOMERY,9315021000
BAPTIST MEMORIAL HOSPITAL UNION CITY,UNION CITY,TN,38261,OBION,7318852410
LIVINGSTON REGIONAL HOSPITAL,LIVINGSTON,TN,38570,OVERTON,9318235611
PERRY COMMUNITY HOSPITAL,LINDEN,TN,37096,PERRY,9315892121
COPPER BASIN MEDICAL CENTER,COPPERHILL,TN,37317,POLK,4234965511
COOKEVILLE REGIONAL MEDICAL CENTER,COOKEVILLE,TN,38501,PUTNAM,9316462000
RHEA MEDICAL CENTER,DAYTON,TN,37321,RHEA,4237751121
ROANE MEDICAL CENTER,HARRIMAN,TN,37748,ROANE,8653161000
NORTHCREST MEDICAL CENTER,SPRINGFIELD,TN,37172,ROBERTSON,6153842411
SAINT THOMAS RUTHERFORD HOSPITAL,MURFREESBORO,TN,37129,RUTHERFORD,6153964100
TRISTAR STONECREST MEDICAL CENTER,SMYRNA,TN,37167,RUTHERFORD,6157682000
TRUSTPOINT HOSPITAL,MURFREESBORO,TN,37129,RUTHERFORD,6155771111
BAPTIST MEMORIAL HOSPITAL,MEMPHIS,TN,38120,SHELBY,9012265000
DELTA MEDICAL CENTER,MEMPHIS,TN,38118,SHELBY,9013698100
METHODIST HEALTHCARE MEMPHIS HOSPITALS,MEMPHIS,TN,38104,SHELBY,9015168274
REGIONAL ONE HEALTH,MEMPHIS,TN,38103,SHELBY,9015457928
SAINT FRANCIS BARTLETT MEDICAL CENTER,BARTLETT,TN,38133,SHELBY,9018207050
ST FRANCIS HOSPITAL,MEMPHIS,TN,38119,SHELBY,9017651000
ST JUDE CHILDRENS RESEARCH HOSPITAL,MEMPHIS,TN,38105,SHELBY,9014953300
RIVERVIEW REGIONAL MEDICAL CENTER,CARTHAGE,TN,37030,SMITH,6157359815
INDIAN PATH MEDICAL CENTER,KINGSPORT,TN,37660,SULLIVAN,4234311941
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,BRISTOL,TN,37620,SULLIVAN,4238441121
WELLMONT HOLSTON VALLEY MEDICAL CENTER,KINGSPORT,TN,37662,SULLIVAN,4232244000
SUMNER REGIONAL MEDICAL CENTER,GALLATIN,TN,37066,SUMNER,6154524210
TRISTAR HENDERSONVILLE MEDICAL CENTER,HENDERSONVILLE,TN,37075,SUMNER,6153381000
BAPTIST MEMORIAL HOSPITAL TIPTON,COVINGTON,TN,38019,TIPTON,9014762621
TROUSDALE MEDICAL CENTER,HARTSVILLE,TN,37074,TROUSDALE,6153742221
UNICOI COUNTY MEMORIAL HOSPITAL,ERWIN,TN,37650,UNICOI,4237433141
SAINT THOMAS RIVER PARK HOSPITAL,MC MINNVILLE,TN,37110,WARREN,9318154101
FRANKLIN WOODS COMMUNITY HOSPITAL,JOHNSON CITY,TN,37604,WASHINGTON,4233021120
JOHNSON CITY MEDICAL CENTER,JOHNSON CITY,TN,37604,WASHINGTON,4234316111
WAYNE MEDICAL CENTER,WAYNESBORO,TN,38485,WAYNE,9317225411
TENNOVA HEALTHCARE-VOLUNTEER MARTIN,MARTIN,TN,38237,WEAKLEY,7315874261
SAINT THOMAS HIGHLANDS HOSPITAL,SPARTA,TN,38583,WHITE,9317389211
WILLIAMSON MEDICAL CENTER,FRANKLIN,TN,37067,WILLIAMSON,6154355000
TENNOVA HEALTHCARE-LEBANON,LEBANON,TN,37087,WILSON,6154448262
PALESTINE REGIONAL MEDICAL CENTER,PALESTINE,TX,75801,ANDERSON,9037311000
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,ANDREWS,TX,79714,ANDREWS,4325232200
CHI ST LUKES HEALTH MEMORIAL LUFKIN,LUFKIN,TX,75901,ANGELINA,9366348111
WOODLAND HEIGHTS MEDICAL CENTER,LUFKIN,TX,75904,ANGELINA,9366348311
SOUTH TEXAS REGIONAL MEDICAL CENTER,JOURDANTON,TX,78026,ATASCOSA,8307693515
BELLVILLE ST JOSEPH HEALTH CENTER,BELLVILLE,TX,77418,AUSTIN,9798653141
MULESHOE AREA MEDICAL CENTER,MULESHOE,TX,79347,BAILEY,8062724524
SETON SMITHVILLE REGIONAL HOSPITAL,SMITHVILLE,TX,78957,BASTROP,5122373214
SEYMOUR HOSPITAL,SEYMOUR,TX,76380,BAYLOR,9408895572
CHRISTUS SPOHN HOSPITAL BEEVILLE,BEEVILLE,TX,78102,BEE,3613542000
METROPLEX HOSPITAL,KILLEEN,TX,76542,BELL,2545267523
SCOTT & WHITE MEDICAL CENTER - TEMPLE,TEMPLE,TX,76508,BELL,2547242111
SETON MEDICAL CENTER HARKER HEIGHTS,HARKER HEIGHTS,TX,76548,BELL,2549538342
BAPTIST EMERGENCY HOSPITAL,SAN ANTONIO,TX,78232,BEXAR,2104024092
BAPTIST MEDICAL CENTER,SAN ANTONIO,TX,78205,BEXAR,2102978256
CHILDREN'S HOSPITAL OF SAN ANTONIO,SAN ANTONIO,TX,78207,BEXAR,2107043342
CHRISTUS SANTA ROSA HOSPITAL,SAN ANTONIO,TX,78207,BEXAR,2107043342
CUMBERLAND SURGICAL HOSPITAL,SAN ANTONIO,TX,78249,BEXAR,7176202424
FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,SAN ANTONIO,TX,78240,BEXAR,2104785400
METHODIST AMBULATORY SURGERY HOSPITAL NW,SAN ANTONIO,TX,78240,BEXAR,2105755000
METHODIST HOSPITAL,SAN ANTONIO,TX,78229,BEXAR,2105754000
METHODIST STONE OAK HOSPITAL,SAN ANTONIO,TX,78258,BEXAR,2106382100
NIX HEALTH CARE SYSTEM,SAN ANTONIO,TX,78205,BEXAR,2102712188
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,SAN ANTONIO,TX,78258,BEXAR,2104040800
SOUTHWEST GENERAL HOSPITAL,SAN ANTONIO,TX,78224,BEXAR,2109212000
UNIVERSITY HEALTH SYSTEM,SAN ANTONIO,TX,78229,BEXAR,2103582637
GOODALL WITCHER HOSPITAL,CLIFTON,TX,76634,BOSQUE,2546758322
CHRISTUS ST MICHAEL HEALTH SYSTEM,TEXARKANA,TX,75504,BOWIE,9036141000
WADLEY REGIONAL MEDICAL CENTER,TEXARKANA,TX,75501,BOWIE,9037988000
BRAZOSPORT REGIONAL HEALTH SYSTEM,LAKE JACKSON,TX,77566,BRAZORIA,9792974411
PEARLAND MEDICAL CENTER,PEARLAND,TX,77584,BRAZORIA,7137707000
SWEENY COMMUNITY HOSPITAL,SWEENY,TX,77480,BRAZORIA,9795483311
BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI,COLLEGE STATION,TX,77845,BRAZOS,9796913701
COLLEGE STATION MEDICAL CENTER,COLLEGE STATION,TX,77842,BRAZOS,9797645151
"PHYSICIANS CENTRE,THE",BRYAN,TX,77802,BRAZOS,9797313100
ST JOSEPH REGIONAL HEALTH CENTER,BRYAN,TX,77802,BRAZOS,9797763912
BIG BEND REGIONAL MEDICAL CENTER,ALPINE,TX,79830,BREWSTER,4328373447
BROWNWOOD REGIONAL MEDICAL CENTER,BROWNWOOD,TX,76801,BROWN,3256468541
BURLESON ST JOSEPH HEALTH CENTER,CALDWELL,TX,77836,BURLESON,9795673245
BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS,MARBLE FALLS,TX,78654,BURNET,8302017308
SETON HIGHLAND LAKES,BURNET,TX,78611,BURNET,5127153000
SETON EDGAR B DAVIS HOSPITAL,LULING,TX,78648,CALDWELL,8308757000
MEMORIAL MEDICAL CENTER,PORT LAVACA,TX,77979,CALHOUN,3615526713
HARLINGEN MEDICAL CENTER,HARLINGEN,TX,78550,CAMERON,9563651000
VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,BROWNSVILLE,TX,78520,CAMERON,9565441400
VALLEY REGIONAL MEDICAL CENTER,BROWNSVILLE,TX,78526,CAMERON,9563507000
VHS HARLINGEN HOSPITAL COMPANY LLC,HARLINGEN,TX,78550,CAMERON,9563891100
EAST TEXAS MEDICAL CENTER PITTSBURG,PITTSBURG,TX,75686,CAMP,9038564520
PLAINS MEMORIAL HOSPITAL,DIMMITT,TX,79027,CASTRO,8066472191
BAYSIDE COMMUNITY HOSPITAL,ANAHUAC,TX,77514,CHAMBERS,4092673143
RICELAND MEDICAL CENTER,WINNIE,TX,77665,CHAMBERS,4092966000
CHRISTUS MOTHER FRANCES HOSPITAL- JACKSONVILLE,JACKSONVILLE,TX,75766,CHEROKEE,9035414500
EAST TEXAS MEDICAL CENTER JACKSONVILLE,JACKSONVILLE,TX,75766,CHEROKEE,9035415000
CHILDRESS REGIONAL MEDICAL CENTER,CHILDRESS,TX,79201,CHILDRESS,9409376371
CLAY COUNTY MEMORIAL HOSPITAL,HENRIETTA,TX,76365,CLAY,9405385621
COCHRAN MEMORIAL HOSPITAL,MORTON,TX,79346,COCHRAN,8062665565
COLEMAN COUNTY MEDICAL CENTER COMPANY,COLEMAN,TX,76834,COLEMAN,3256252135
BAYLOR MEDICAL CENTER AT FRISCO,FRISCO,TX,75034,COLLIN,2146182000
BAYLOR REGIONAL MEDICAL CENTER AT PLANO,PLANO,TX,75093,COLLIN,4698142000
BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY,MC KINNEY,TX,75071,COLLIN,4697642200
BAYLOR SCOTT AND WHITE MEDICAL CENTER CENTENNIAL,FRISCO,TX,75035,COLLIN,9729633333
CHILDRENS MEDICAL CENTER PLANO,PLANO,TX,75024,COLLIN,2144561792
MEDICAL CENTER OF MCKINNEY,MCKINNEY,TX,75069,COLLIN,9725478000
MEDICAL CENTER OF PLANO,PLANO,TX,75075,COLLIN,9725966800
METHODIST MCKINNEY HOSPITAL,MCKINNEY,TX,75070,COLLIN,4694246400
OUR CHILDRENS HOUSE,ALLEN,TX,75002,COLLIN,2148284747
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,PLANO,TX,75093,COLLIN,9724032700
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,ALLEN,TX,75013,COLLIN,9727476197
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,PLANO,TX,75093,COLLIN,9729818000
THE HEART HOSPITAL BAYLOR PLANO,PLANO,TX,75093,COLLIN,4698143278
COLLINGSWORTH GENERAL HOSPITAL,WELLINGTON,TX,79095,COLLINGSWORTH,8064472521
COLUMBUS COMMUNITY HOSPITAL,COLUMBUS,TX,78934,COLORADO,9797322371
RICE MEDICAL CENTER,EAGLE LAKE,TX,77434,COLORADO,9792345571
WEIMAR MEDICAL CENTER,WEIMAR,TX,78962,COLORADO,9797258274
RESOLUTE HEALTH HOSPITAL,NEW BRAUNFELS,TX,78130,COMAL,4698396778
COMANCHE COUNTY MEDICAL CENTER,COMANCHE,TX,76442,COMANCHE,2548794900
CONCHO COUNTY HOSPITAL,EDEN,TX,76837,CONCHO,9158695911
MUENSTER MEMORIAL HOSPITAL,MUENSTER,TX,76252,COOKE,9407592271
NORTH TEXAS MEDICAL CENTER,GAINESVILLE,TX,76240,COOKE,9406128600
CORYELL MEMORIAL HEALTHCARE SYSTEM,GATESVILLE,TX,76528,CORYELL,2548658251
CRANE COUNTY HOSPITAL DISTRICT,CRANE,TX,79731,CRANE,4325583555
CROSBYTON CLINIC HOSPITAL,CROSBYTON,TX,79322,CROSBY,8066752382
CULBERSON HOSPITAL,VAN HORN,TX,79855,CULBERSON,4322832760
COON MEMORIAL HOSPITAL,DALHART,TX,79022,DALLAM,8062444571
BAYLOR HEART AND VASCULAR HOSPITAL,DALLAS,TX,75226,DALLAS,2148200670
BAYLOR MEDICAL CENTER AT IRVING,IRVING,TX,75061,DALLAS,9725798100
BAYLOR MEDICAL CENTER AT UPTOWN,DALLAS,TX,75204,DALLAS,2144433000
BAYLOR SCOTT & WHITE MEDICAL CENTER GARLAND,GARLAND,TX,75042,DALLAS,9724875000
BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,ROWLETT,TX,75088,DALLAS,9724122273
BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,SUNNYVALE,TX,75182,DALLAS,9728923000
BAYLOR SCOTT AND WHITE MEDICAL CENTER WHITE ROCK,DALLAS,TX,75218,DALLAS,2143246100
BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,IRVING,TX,75063,DALLAS,9728684000
BAYLOR UNIVERSITY MEDICAL CENTER,DALLAS,TX,75246,DALLAS,2148200111
CHILDRENS MEDICAL CTR OF DALLAS,DALLAS,TX,75235,DALLAS,2144567000
CRESCENT MEDICAL CENTER LANCASTER,LANCASTER,TX,75146,DALLAS,9722308888
DALLAS MEDICAL CENTER,DALLAS,TX,75234,DALLAS,9722471000
DALLAS REGIONAL MEDICAL CENTER,MESQUITE,TX,75149,DALLAS,2143207000
FIRST TEXAS HOSPITAL CARRROLLTON LLC,CARROLLTON,TX,75006,DALLAS,9728100700
LAS COLINAS MEDICAL CENTER,IRVING,TX,75039,DALLAS,9729692000
MEDICAL CITY DALLAS,DALLAS,TX,75230,DALLAS,9725666222
METHODIST CHARLTON MEDICAL CENTER,DALLAS,TX,75237,DALLAS,2149477777
METHODIST DALLAS MEDICAL CENTER,DALLAS,TX,75203,DALLAS,2149472879
METHODIST HOSPITAL FOR SURGERY,ADDISON,TX,75001,DALLAS,4692483900
METHODIST RICHARDSON MEDICAL CENTER,RICHARDSON,TX,75082,DALLAS,4692041000
