Hospital Name,City,State,ZIP Code,County Name,Phone Number,Mortality,P,PSI,Spending
ROANE MEDICAL CENTER,HARRIMAN,TN,37748,ROANE,8653161000,0.516319073,0.341682243,0.035085141,-864.6471963
NORTHCREST MEDICAL CENTER,SPRINGFIELD,TN,37172,ROBERTSON,6153842411,0.432180973,0.321682243,-0.019785859,867.1028037
SAINT THOMAS RUTHERFORD HOSPITAL,MURFREESBORO,TN,37129,RUTHERFORD,6153964100,-4.677196302,-0.218317757,0.013288141,-484.3971963
TRISTAR STONECREST MEDICAL CENTER,SMYRNA,TN,37167,RUTHERFORD,6157682000,2.654978623,-0.938317757,-0.021431859,510.3528037
TRUSTPOINT HOSPITAL,MURFREESBORO,TN,37129,RUTHERFORD,6155771111,1.782249173,-1.478317757,-0.020434859,884.1028037
BAPTIST MEMORIAL HOSPITAL,MEMPHIS,TN,38120,SHELBY,9012265000,2.697513123,-1.218317757,0.747104141,730.1028037
DELTA MEDICAL CENTER,MEMPHIS,TN,38118,SHELBY,9013698100,1.715516873,-1.938317757,0.019674141,-255.1471963
METHODIST HEALTHCARE MEMPHIS HOSPITALS,MEMPHIS,TN,38104,SHELBY,9015168274,-2.803194377,-0.038317757,0.228490141,643.6028037
REGIONAL ONE HEALTH,MEMPHIS,TN,38103,SHELBY,9015457928,-0.117420627,-1.998317757,0.086390141,1851.852804
SAINT FRANCIS BARTLETT MEDICAL CENTER,BARTLETT,TN,38133,SHELBY,9018207050,-5.579905252,-0.138317757,0.013207141,1520.852804
ST FRANCIS HOSPITAL,MEMPHIS,TN,38119,SHELBY,9017651000,1.159287923,-1.658317757,-0.138294859,409.1028037
ST JUDE CHILDRENS RESEARCH HOSPITAL,MEMPHIS,TN,38105,SHELBY,9014953300,1.782249173,-1.478317757,0,884.1028037
RIVERVIEW REGIONAL MEDICAL CENTER,CARTHAGE,TN,37030,SMITH,6157359815,3.353179273,0.781682243,-0.094226859,-711.8971963
INDIAN PATH MEDICAL CENTER,KINGSPORT,TN,37660,SULLIVAN,4234311941,3.726855548,0.061682243,0.031636141,525.3528037
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,BRISTOL,TN,37620,SULLIVAN,4238441121,0.355405898,0.221682243,0.010065141,705.6028037
WELLMONT HOLSTON VALLEY MEDICAL CENTER,KINGSPORT,TN,37662,SULLIVAN,4232244000,-8.776063652,-0.198317757,0.182402141,-427.3971963
SUMNER REGIONAL MEDICAL CENTER,GALLATIN,TN,37066,SUMNER,6154524210,-5.089821927,-0.358317757,-0.043578859,507.6028037
TRISTAR HENDERSONVILLE MEDICAL CENTER,HENDERSONVILLE,TN,37075,SUMNER,6153381000,1.786361273,-0.318317757,-0.051473859,130.3528037
BAPTIST MEMORIAL HOSPITAL TIPTON,COVINGTON,TN,38019,TIPTON,9014762621,2.493627073,0.941682243,-0.024089859,-833.8971963
TROUSDALE MEDICAL CENTER,HARTSVILLE,TN,37074,TROUSDALE,6153742221,3.219203673,2.081682243,0,-509.3971963
UNICOI COUNTY MEMORIAL HOSPITAL,ERWIN,TN,37650,UNICOI,4237433141,1.913278048,1.021682243,-0.037083859,-1060.647196
SAINT THOMAS RIVER PARK HOSPITAL,MC MINNVILLE,TN,37110,WARREN,9318154101,0.459364673,-1.438317757,-0.148665859,990.3528037
FRANKLIN WOODS COMMUNITY HOSPITAL,JOHNSON CITY,TN,37604,WASHINGTON,4233021120,7.275254998,1.541682243,-0.036050859,-755.3971963
JOHNSON CITY MEDICAL CENTER,JOHNSON CITY,TN,37604,WASHINGTON,4234316111,-5.145363102,-0.998317757,0.082822141,270.1028037
WAYNE MEDICAL CENTER,WAYNESBORO,TN,38485,WAYNE,9317225411,1.349177073,1.681682243,-0.021737859,-1860.147196
TENNOVA HEALTHCARE-VOLUNTEER MARTIN,MARTIN,TN,38237,WEAKLEY,7315874261,2.780508073,-0.718317757,-0.028665859,-29.64719626
SAINT THOMAS HIGHLANDS HOSPITAL,SPARTA,TN,38583,WHITE,9317389211,0.208541223,0.241682243,-0.037785859,-610.1471963
WILLIAMSON MEDICAL CENTER,FRANKLIN,TN,37067,WILLIAMSON,6154355000,0.520962398,0.861682243,-0.227772859,325.6028037
TENNOVA HEALTHCARE-LEBANON,LEBANON,TN,37087,WILSON,6154448262,1.647494673,-1.838317757,-0.101233859,1476.352804
PALESTINE REGIONAL MEDICAL CENTER,PALESTINE,TX,75801,ANDERSON,9037311000,-0.238084902,-1.739605911,0.047162906,1471.706001
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,ANDREWS,TX,79714,ANDREWS,4325232200,-0.391083227,0.980394089,0.013553906,-2263.793999
CHI ST LUKES HEALTH MEMORIAL LUFKIN,LUFKIN,TX,75901,ANGELINA,9366348111,-0.639850727,-0.519605911,-0.082311094,897.9560012
WOODLAND HEIGHTS MEDICAL CENTER,LUFKIN,TX,75904,ANGELINA,9366348311,-0.244557652,0.720394089,0.006047906,-174.7939988
SOUTH TEXAS REGIONAL MEDICAL CENTER,JOURDANTON,TX,78026,ATASCOSA,8307693515,-0.835789902,0.160394089,0.100554906,-1441.293999
BELLVILLE ST JOSEPH HEALTH CENTER,BELLVILLE,TX,77418,AUSTIN,9798653141,-0.309387827,-1.719605911,0.017688906,-260.0439988
MULESHOE AREA MEDICAL CENTER,MULESHOE,TX,79347,BAILEY,8062724524,-1.561162327,-1.719605911,0,-1656.293999
SETON SMITHVILLE REGIONAL HOSPITAL,SMITHVILLE,TX,78957,BASTROP,5122373214,2.640618873,3.480394089,0.015378906,-1700.793999
SEYMOUR HOSPITAL,SEYMOUR,TX,76380,BAYLOR,9408895572,1.320271373,0.900394089,0.011294906,-2445.793999
CHRISTUS SPOHN HOSPITAL BEEVILLE,BEEVILLE,TX,78102,BEE,3613542000,0.085303398,-1.619605911,0.035166906,-1176.293999
METROPLEX HOSPITAL,KILLEEN,TX,76542,BELL,2545267523,2.377926923,0.240394089,0.086743906,-41.79399876
SCOTT & WHITE MEDICAL CENTER - TEMPLE,TEMPLE,TX,76508,BELL,2547242111,6.604410923,-0.019605911,0.123559906,-896.5439988
SETON MEDICAL CENTER HARKER HEIGHTS,HARKER HEIGHTS,TX,76548,BELL,2549538342,6.906413298,0.420394089,0.279571906,-931.2939988
BAPTIST EMERGENCY HOSPITAL,SAN ANTONIO,TX,78232,BEXAR,2104024092,1.982167673,2.960394089,0.016775906,-2240.793999
BAPTIST MEDICAL CENTER,SAN ANTONIO,TX,78205,BEXAR,2102978256,-3.535523802,-1.579605911,0.046793906,-301.7939988
CHILDREN'S HOSPITAL OF SAN ANTONIO,SAN ANTONIO,TX,78207,BEXAR,2107043342,-0.333437727,-1.719605911,0,-260.0439988
CHRISTUS SANTA ROSA HOSPITAL,SAN ANTONIO,TX,78207,BEXAR,2107043342,6.065355423,-0.459605911,0.124757906,1911.456001
CUMBERLAND SURGICAL HOSPITAL,SAN ANTONIO,TX,78249,BEXAR,7176202424,-0.333437727,-1.719605911,0,-260.0439988
FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,SAN ANTONIO,TX,78240,BEXAR,2104785400,0.307852223,2.840394089,-0.113790094,3147.706001
METHODIST AMBULATORY SURGERY HOSPITAL NW,SAN ANTONIO,TX,78240,BEXAR,2105755000,0.145551973,2.780394089,-0.044404094,1253.206001
METHODIST HOSPITAL,SAN ANTONIO,TX,78229,BEXAR,2105754000,1.561401973,-0.499605911,-0.092245094,1495.206001
METHODIST STONE OAK HOSPITAL,SAN ANTONIO,TX,78258,BEXAR,2106382100,4.505419423,-0.199605911,-0.209973094,265.2060012
NIX HEALTH CARE SYSTEM,SAN ANTONIO,TX,78205,BEXAR,2102712188,4.654757898,-1.119605911,0.087139906,2021.456001
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,SAN ANTONIO,TX,78258,BEXAR,2104040800,0.624678873,2.800394089,-0.143371094,69.95600124
SOUTHWEST GENERAL HOSPITAL,SAN ANTONIO,TX,78224,BEXAR,2109212000,-1.058661452,-4.019605911,-0.050701094,3978.706001
UNIVERSITY HEALTH SYSTEM,SAN ANTONIO,TX,78229,BEXAR,2103582637,-6.182497102,-0.639605911,0.299847906,-521.0439988
GOODALL WITCHER HOSPITAL,CLIFTON,TX,76634,BOSQUE,2546758322,-0.333437727,-0.219605911,0,-260.0439988
CHRISTUS ST MICHAEL HEALTH SYSTEM,TEXARKANA,TX,75504,BOWIE,9036141000,3.388517923,0.460394089,-0.036351094,276.7060012
WADLEY REGIONAL MEDICAL CENTER,TEXARKANA,TX,75501,BOWIE,9037988000,-4.071896277,-0.319605911,-0.038740094,1439.956001
BRAZOSPORT REGIONAL HEALTH SYSTEM,LAKE JACKSON,TX,77566,BRAZORIA,9792974411,2.508626073,-0.419605911,-0.052311094,-1695.793999
PEARLAND MEDICAL CENTER,PEARLAND,TX,77584,BRAZORIA,7137707000,0.027747873,0.500394089,0.006622906,-260.0439988
SWEENY COMMUNITY HOSPITAL,SWEENY,TX,77480,BRAZORIA,9795483311,0.013177873,-1.719605911,0,-2433.293999
BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI,COLLEGE STATION,TX,77845,BRAZOS,9796913701,4.686504398,0.840394089,0,420.2060012
COLLEGE STATION MEDICAL CENTER,COLLEGE STATION,TX,77842,BRAZOS,9797645151,-2.599672527,0.100394089,-0.052783094,-1602.793999
"PHYSICIANS CENTRE,THE",BRYAN,TX,77802,BRAZOS,9797313100,-3.440439527,3.720394089,0.074871906,527.9560012
ST JOSEPH REGIONAL HEALTH CENTER,BRYAN,TX,77802,BRAZOS,9797763912,-5.935075627,0.240394089,-0.162311094,-380.2939988
BIG BEND REGIONAL MEDICAL CENTER,ALPINE,TX,79830,BREWSTER,4328373447,1.191552473,0.640394089,0,-1411.293999
BROWNWOOD REGIONAL MEDICAL CENTER,BROWNWOOD,TX,76801,BROWN,3256468541,-7.493160727,-0.519605911,-0.180171094,-200.2939988
BURLESON ST JOSEPH HEALTH CENTER,CALDWELL,TX,77836,BURLESON,9795673245,-0.420091627,-1.719605911,0,-1348.543999
BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS,MARBLE FALLS,TX,78654,BURNET,8302017308,0.619755173,1.300394089,0.017487906,-1401.543999
SETON HIGHLAND LAKES,BURNET,TX,78611,BURNET,5127153000,-3.011305027,0.580394089,0,585.7060012
SETON EDGAR B DAVIS HOSPITAL,LULING,TX,78648,CALDWELL,8308757000,2.356738873,0.960394089,0,-1282.043999
MEMORIAL MEDICAL CENTER,PORT LAVACA,TX,77979,CALHOUN,3615526713,2.953540948,1.220394089,0.110606906,-2027.293999
HARLINGEN MEDICAL CENTER,HARLINGEN,TX,78550,CAMERON,9563651000,2.766897248,-0.099605911,-0.118657094,4620.706001
VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,BROWNSVILLE,TX,78520,CAMERON,9565441400,3.280472873,-1.639605911,-0.012311094,720.7060012
VALLEY REGIONAL MEDICAL CENTER,BROWNSVILLE,TX,78526,CAMERON,9563507000,11.23964017,-1.839605911,0.019345906,1094.206001
VHS HARLINGEN HOSPITAL COMPANY LLC,HARLINGEN,TX,78550,CAMERON,9563891100,1.890284073,-1.359605911,-0.052311094,881.2060012
EAST TEXAS MEDICAL CENTER PITTSBURG,PITTSBURG,TX,75686,CAMP,9038564520,-1.144027927,2.140394089,0,-1652.293999
PLAINS MEMORIAL HOSPITAL,DIMMITT,TX,79027,CASTRO,8066472191,-0.333437727,-1.719605911,0,-260.0439988
BAYSIDE COMMUNITY HOSPITAL,ANAHUAC,TX,77514,CHAMBERS,4092673143,-0.333437727,-1.719605911,0,-260.0439988
RICELAND MEDICAL CENTER,WINNIE,TX,77665,CHAMBERS,4092966000,-0.333437727,-1.719605911,0,-260.0439988
CHRISTUS MOTHER FRANCES HOSPITAL- JACKSONVILLE,JACKSONVILLE,TX,75766,CHEROKEE,9035414500,-1.606695927,-1.719605911,0.007688906,-1595.293999
EAST TEXAS MEDICAL CENTER JACKSONVILLE,JACKSONVILLE,TX,75766,CHEROKEE,9035415000,-1.738610627,1.200394089,-0.097490094,-731.2939988
CHILDRESS REGIONAL MEDICAL CENTER,CHILDRESS,TX,79201,CHILDRESS,9409376371,-2.832950752,1.760394089,-0.000900094,-1314.543999
CLAY COUNTY MEMORIAL HOSPITAL,HENRIETTA,TX,76365,CLAY,9405385621,-0.431019127,-1.719605911,0,-2485.043999
COCHRAN MEMORIAL HOSPITAL,MORTON,TX,79346,COCHRAN,8062665565,-0.333437727,-1.719605911,0,-260.0439988
COLEMAN COUNTY MEDICAL CENTER COMPANY,COLEMAN,TX,76834,COLEMAN,3256252135,-3.664224327,2.480394089,0,-1330.043999
BAYLOR MEDICAL CENTER AT FRISCO,FRISCO,TX,75034,COLLIN,2146182000,-1.203187727,2.200394089,-0.132311094,1430.706001
BAYLOR REGIONAL MEDICAL CENTER AT PLANO,PLANO,TX,75093,COLLIN,4698142000,6.689956073,0.500394089,0.227688906,937.2060012
BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY,MC KINNEY,TX,75071,COLLIN,4697642200,1.450608823,0.560394089,0.070501906,930.4560012
BAYLOR SCOTT AND WHITE MEDICAL CENTER CENTENNIAL,FRISCO,TX,75035,COLLIN,9729633333,0.760446348,-1.419605911,0.057342906,2320.706001
CHILDRENS MEDICAL CENTER PLANO,PLANO,TX,75024,COLLIN,2144561792,-0.333437727,-1.719605911,0,-260.0439988
MEDICAL CENTER OF MCKINNEY,MCKINNEY,TX,75069,COLLIN,9725478000,-4.169555952,-0.499605911,-0.003943094,2480.956001
MEDICAL CENTER OF PLANO,PLANO,TX,75075,COLLIN,9725966800,-12.46371438,-0.619605911,0.099621906,2354.956001
METHODIST MCKINNEY HOSPITAL,MCKINNEY,TX,75070,COLLIN,4694246400,0.352035523,1.600394089,-0.080773094,1517.206001
OUR CHILDRENS HOUSE,ALLEN,TX,75002,COLLIN,2148284747,-0.333437727,-1.719605911,0,-260.0439988
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,PLANO,TX,75093,COLLIN,9724032700,0.046312273,3.180394089,-0.092311094,-260.0439988
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,ALLEN,TX,75013,COLLIN,9727476197,-0.567034027,0.800394089,-0.063916094,1925.706001
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,PLANO,TX,75093,COLLIN,9729818000,-1.658471602,0.540394089,-0.192381094,829.2060012
THE HEART HOSPITAL BAYLOR PLANO,PLANO,TX,75093,COLLIN,4698143278,2.145934473,1.980394089,-0.181134094,1069.956001
COLLINGSWORTH GENERAL HOSPITAL,WELLINGTON,TX,79095,COLLINGSWORTH,8064472521,0.966370773,-1.719605911,0,-213.7939988
COLUMBUS COMMUNITY HOSPITAL,COLUMBUS,TX,78934,COLORADO,9797322371,0.197611248,0.740394089,-0.025879094,-1771.293999
RICE MEDICAL CENTER,EAGLE LAKE,TX,77434,COLORADO,9792345571,-0.333437727,-1.719605911,0,-260.0439988
WEIMAR MEDICAL CENTER,WEIMAR,TX,78962,COLORADO,9797258274,-0.333437727,-1.719605911,0,-260.0439988
RESOLUTE HEALTH HOSPITAL,NEW BRAUNFELS,TX,78130,COMAL,4698396778,1.928060273,0.420394089,0.053297906,2285.956001
COMANCHE COUNTY MEDICAL CENTER,COMANCHE,TX,76442,COMANCHE,2548794900,-0.333437727,-1.719605911,0,-260.0439988
CONCHO COUNTY HOSPITAL,EDEN,TX,76837,CONCHO,9158695911,-0.333437727,-1.719605911,0,-260.0439988
MUENSTER MEMORIAL HOSPITAL,MUENSTER,TX,76252,COOKE,9407592271,-0.333437727,-1.719605911,0,-260.0439988
NORTH TEXAS MEDICAL CENTER,GAINESVILLE,TX,76240,COOKE,9406128600,-1.505316902,1.040394089,0.115528906,-1292.543999
CORYELL MEMORIAL HEALTHCARE SYSTEM,GATESVILLE,TX,76528,CORYELL,2548658251,0.138385873,1.040394089,0,-1738.293999
CRANE COUNTY HOSPITAL DISTRICT,CRANE,TX,79731,CRANE,4325583555,-0.333437727,-1.719605911,0,-260.0439988
CROSBYTON CLINIC HOSPITAL,CROSBYTON,TX,79322,CROSBY,8066752382,-0.333437727,-1.719605911,0,-260.0439988
CULBERSON HOSPITAL,VAN HORN,TX,79855,CULBERSON,4322832760,-0.333437727,-1.719605911,0,-260.0439988
COON MEMORIAL HOSPITAL,DALHART,TX,79022,DALLAM,8062444571,0.051731973,0.100394089,0,-2282.043999
BAYLOR HEART AND VASCULAR HOSPITAL,DALLAS,TX,75226,DALLAS,2148200670,-1.298797002,2.340394089,-0.152459094,535.7060012
BAYLOR MEDICAL CENTER AT IRVING,IRVING,TX,75061,DALLAS,9725798100,1.327303973,0.220394089,0.057688906,44.70600124
BAYLOR MEDICAL CENTER AT UPTOWN,DALLAS,TX,75204,DALLAS,2144433000,0.577526173,2.600394089,-0.106050094,782.7060012
BAYLOR SCOTT & WHITE MEDICAL CENTER GARLAND,GARLAND,TX,75042,DALLAS,9724875000,2.960235323,-1.259605911,-0.202999094,-485.7939988
BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,ROWLETT,TX,75088,DALLAS,9724122273,-8.888627177,-1.699605911,-0.015697094,-1529.793999
BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,SUNNYVALE,TX,75182,DALLAS,9728923000,1.629750823,-1.959605911,-0.049289094,2151.456001
BAYLOR SCOTT AND WHITE MEDICAL CENTER WHITE ROCK,DALLAS,TX,75218,DALLAS,2143246100,1.184510073,-1.039605911,0.077688906,1099.206001
BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,IRVING,TX,75063,DALLAS,9728684000,0.187954123,2.060394089,-0.059982094,1495.456001
BAYLOR UNIVERSITY MEDICAL CENTER,DALLAS,TX,75246,DALLAS,2148200111,-4.555674327,-0.079605911,0.041063906,-244.2939988
CHILDRENS MEDICAL CTR OF DALLAS,DALLAS,TX,75235,DALLAS,2144567000,-0.333437727,-1.719605911,0,-260.0439988
CRESCENT MEDICAL CENTER LANCASTER,LANCASTER,TX,75146,DALLAS,9722308888,-0.333437727,-1.519605911,0.012582906,-260.0439988
DALLAS MEDICAL CENTER,DALLAS,TX,75234,DALLAS,9722471000,3.647672448,-3.679605911,-0.202983094,5724.206001
DALLAS REGIONAL MEDICAL CENTER,MESQUITE,TX,75149,DALLAS,2143207000,-2.705825402,-2.599605911,0.065747906,-158.5439988
FIRST TEXAS HOSPITAL CARRROLLTON LLC,CARROLLTON,TX,75006,DALLAS,9728100700,-0.333437727,0.060394089,0,-260.0439988
LAS COLINAS MEDICAL CENTER,IRVING,TX,75039,DALLAS,9729692000,2.144063073,0.060394089,0.063511906,-2330.793999
MEDICAL CITY DALLAS,DALLAS,TX,75230,DALLAS,9725666222,-0.560036227,-0.339605911,-0.042311094,939.4560012
METHODIST CHARLTON MEDICAL CENTER,DALLAS,TX,75237,DALLAS,2149477777,-10.88304983,-0.479605911,0.078747906,1700.206001
METHODIST DALLAS MEDICAL CENTER,DALLAS,TX,75203,DALLAS,2149472879,-5.014295552,0.040394089,-0.096678094,224.9560012
METHODIST HOSPITAL FOR SURGERY,ADDISON,TX,75001,DALLAS,4692483900,1.429453648,1.360394089,-0.272571094,1227.706001
METHODIST RICHARDSON MEDICAL CENTER,RICHARDSON,TX,75082,DALLAS,4692041000,3.123446748,0.380394089,0.239128906,3087.706001
NORTH CENTRAL SURGICAL CENTER LLP,DALLAS,TX,75231,DALLAS,2142652810,1.123868823,2.400394089,-0.157310094,1193.956001
PARKLAND HEALTH AND HOSPITAL SYSTEM,DALLAS,TX,75235,DALLAS,2145908000,-0.598996927,-1.219605911,0.507688906,-1426.543999
PINE CREEK MEDICAL CENTER LLP,DALLAS,TX,75235,DALLAS,2142312273,0.467328848,0.500394089,-0.107875094,2200.206001
TEXAS GENERAL HOSPITAL,GRAND PRAIRIE,TX,75051,DALLAS,4696352073,-0.333437727,1.600394089,-0.001870094,-260.0439988
TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,DALLAS,TX,75231,DALLAS,2143456789,4.749352448,-0.519605911,-0.055699094,1261.956001
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,DALLAS,TX,75231,DALLAS,2146475300,0.095312273,2.580394089,-0.042311094,1499.706001
TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN,DALLAS,TX,75219,DALLAS,2145595000,-0.333437727,-1.719605911,0,-260.0439988
UT SOUTHWESTERN UNIVERSITY HOSPITAL,DALLAS,TX,75390,DALLAS,2146335555,8.201247373,1.040394089,-0.042311094,203.9560012
UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,DALLAS,TX,75390,DALLAS,2148793758,-1.631157327,0.480394089,-0.082311094,1750.956001
WALNUT HILL MEDICAL CENTER,DALLAS,TX,75231,DALLAS,9728636000,2.701962148,-0.719605911,0.085157906,-173.0439988
MEDICAL ARTS HOSPITAL,LAMESA,TX,79331,DAWSON,8068722183,-0.593399427,-1.059605911,0.006142906,-2248.793999
CUERO COMMUNITY HOSPITAL,CUERO,TX,77954,DE WITT,3612756191,-0.367909227,1.080394089,0.006966906,-911.7939988
YOAKUM COMMUNITY HOSPITAL,YOAKUM,TX,77995,DE WITT,3612932321,-0.815850427,0.620394089,0,-1100.293999
HEREFORD REGIONAL MEDICAL CENTER,HEREFORD,TX,79045,DEAF SMITH,8063642141,-0.080761027,-0.659605911,0.009390906,-1922.543999
BAYLOR EMERGENCY MEDICAL CENTER,AUBREY,TX,76227,DENTON,9723472525,-0.333437727,-0.75960591,0.017685906,-260.0439988
BAYLOR MEDICAL CENTER AT TROPHY CLUB,TROPHY CLUB,TX,76262,DENTON,8178374600,0.086535148,1.500394089,-0.084395094,2821.456001
BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON,CARROLLTON,TX,75010,DENTON,9723942255,-3.954047852,-1.119605911,0.078624906,1391.956001
DENTON REGIONAL MEDICAL CENTER,DENTON,TX,76210,DENTON,9403843535,3.626808373,-0.019605911,-0.032311094,1704.956001
MAYHILL HOSPITAL,DENTON,TX,76208,DENTON,9402393000,-0.333437727,-1.719605911,0,-260.0439988
MEDICAL CENTER OF LEWISVILLE,LEWISVILLE,TX,75057,DENTON,9724201000,4.441572773,0.000394089,0.086335906,672.9560012
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,DENTON,TX,76201,DENTON,9408987000,-1.412592152,-0.819605911,-0.213928094,2239.706001
TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,FLOWER MOUND,TX,75028,DENTON,9724191530,1.380735098,0.920394089,0.021908906,1599.706001
THE HEART HOSPITAL BAYLOR DENTON,DENTON,TX,76208,DENTON,9402200600,-0.067740652,3.020394089,-0.021821094,-260.0439988
DIMMIT REGIONAL HOSPITAL,CARRIZO SPRINGS,TX,78834,DIMMIT,8308762424,-1.546592327,0.720394089,0.010334906,-2406.293999
EASTLAND MEMORIAL HOSPITAL,EASTLAND,TX,76448,EASTLAND,2546292601,1.038652073,2.260394089,0.001114906,-1713.043999
MEDICAL CENTER HOSPITAL,ODESSA,TX,79761,ECTOR,4326404000,-7.748727027,-2.279605911,0.179707906,68.45600124
ODESSA REGIONAL MEDICAL CENTER,ODESSA,TX,79761,ECTOR,4325828340,-1.174815877,-0.599605911,-0.004166094,541.4560012
EL PASO CHILDREN'S HOSPITAL,EL PASO,TX,79905,EL PASO,9155217148,-0.333437727,-1.719605911,0,-260.0439988
EL PASO SPECIALTY HOSPITAL,EL PASO,TX,79902,EL PASO,9155443636,0.421859298,1.300394089,-0.077863094,750.7060012
FOUNDATION SURGICAL HOSPITAL OF EL PASO,EL PASO,TX,79936,EL PASO,9155984240,-0.447324752,0.360394089,-0.098465094,1779.206001
LAS PALMAS MEDICAL CENTER,EL PASO,TX,79902,EL PASO,9155211200,-4.418018227,-1.139605911,0.058697906,598.9560012
SIERRA MEDICAL CENTER,EL PASO,TX,79902,EL PASO,9157474000,-10.59630113,-2.039605911,0.087688906,-193.2939988
SIERRA PROVIDENCE EAST MEDICAL CENTER,EL PASO,TX,79938,EL PASO,9158567349,-8.409693527,-1.259605911,0.047688906,-572.2939988
THE HOSPITALS OF PROVIDENCE MEMORIAL CAMPUS,EL PASO,TX,79902,EL PASO,9155776011,-4.804940727,-2.019605911,0.347688906,705.9560012
THE HOSPITALS OF PROVIDENCE TRANSMOUNTAIN CAMPUS,EL PASO,TX,79911,EL PASO,9158778136,-0.333437727,-1.719605911,0,-260.0439988
UNIVERSITY MEDICAL CENTER OF EL PASO,EL PASO,TX,79905,EL PASO,9155217602,-10.98972183,-1.079605911,-0.015718094,-3056.043999
BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,WAXAHACHIE,TX,75165,ELLIS,9729237000,3.395408498,0.980394089,-0.076901094,590.9560012
ENNIS REGIONAL MEDICAL CENTER,ENNIS,TX,75119,ELLIS,9728750900,-0.177069752,0.900394089,0.024996906,-702.2939988
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,STEPHENVILLE,TX,76401,ERATH,2549651500,-3.021432327,1.160394089,-0.036548094,-1509.793999
FALLS COMMUNITY HOSPITAL AND CLINIC,MARLIN,TX,76661,FALLS,2548033561,1.457154173,1.900394089,0.014951906,-2322.543999
TMC- BONHAM HOSPITAL,BONHAM,TX,75418,FANNIN,9036407311,-4.932829527,-1.719605911,0,-1196.293999
ST MARKS MEDICAL CENTER,LA GRANGE,TX,78945,FAYETTE,9792422200,1.998341648,0.560394089,-0.028392094,589.9560012
FISHER COUNTY HOSPITAL DISTRICT,ROTAN,TX,79546,FISHER,3257352256,-0.333437727,-1.719605911,0,-260.0439988
W J MANGOLD MEMORIAL HOSPITAL,LOCKNEY,TX,79241,FLOYD,8066523373,0.980940773,3.480394089,0,-2236.293999
EMERUS HOSPITAL,SUGAR LAND,TX,77479,FORT BEND,2815160911,-0.333437727,-1.719605911,0.017607906,-260.0439988
HOUSTON METHODIST SUGARLAND HOSPITAL,SUGAR LAND,TX,77479,FORT BEND,2812748000,6.763112473,1.020394089,0.059903906,1947.956001
MEMORIAL HERMANN SUGAR LAND HOSPITAL,SUGAR LAND,TX,77479,FORT BEND,2814994800,2.159827823,-0.599605911,0.063525906,-598.7939988
OAKBEND MEDICAL CENTER,RICHMOND,TX,77469,FORT BEND,2813413000,5.029233673,-1.179605911,0.042368906,-607.5439988
ST LUKE'S SUGAR LAND HOSPITAL,SUGAR LAND,TX,77478,FORT BEND,2816377000,3.569722648,-1.959605911,-0.035802094,1238.206001
SUGAR LAND SURGICAL HOSPITAL LLP,SUGAR LAND,TX,77479,FORT BEND,2812431000,-0.014937727,4.440394089,-0.022311094,585.4560012
FREESTONE MEDICAL CENTER,FAIRFIELD,TX,75840,FREESTONE,9033891612,0.444933973,-1.719605911,0.017688906,-2417.043999
FRIO REGIONAL HOSPITAL,PEARSALL,TX,78061,FRIO,8303343617,-2.066515727,0.540394089,0.016420906,-2123.793999
MEMORIAL HOSPITAL,SEMINOLE,TX,79360,GAINES,4327584854,-0.164227252,0.840394089,-0.007701094,-89.10649876
SHRINERS HOSPITALS FOR CHILDREN,GALVESTON,TX,77550,GALVESTON,4097706600,-0.333437727,-0.75960591,0,-260.0439988
UNIVERSITY OF TEXAS MEDICAL BRANCH,GALVESTON,TX,77555,GALVESTON,4097721011,-0.761436927,0.280394089,0.067688906,602.7060012
HILL COUNTRY MEMORIAL HOSPITAL INC,FREDERICKSBURG,TX,78624,GILLESPIE,8309974353,3.256394848,2.880394089,-0.142143094,-1115.793999
