,Hospital Name,City,State,ZIP Code,County Name,Phone Number,MortalityRanked,PatientRanked,PSIRanked,SpendingRanked
4033,MUENSTER MEMORIAL HOSPITAL,MUENSTER,TX,76252,COOKE,9407592271,5.13889048211,4.13116556461,6.32627180298,7.17986793663
4034,NORTH TEXAS MEDICAL CENTER,GAINESVILLE,TX,76240,COOKE,9406128600,4.8756131999,6.195290843,5.55066477496,8.10994330588
4035,CORYELL MEMORIAL HEALTHCARE SYSTEM,GATESVILLE,TX,76528,CORYELL,2548658251,5.24489154241,6.195290843,6.32627180298,8.51147463349
4036,CRANE COUNTY HOSPITAL DISTRICT,CRANE,TX,79731,CRANE,4325583555,5.13889048211,4.13116556461,6.32627180298,7.17986793663
4037,CROSBYTON CLINIC HOSPITAL,CROSBYTON,TX,79322,CROSBY,8066752382,5.13889048211,4.13116556461,6.32627180298,7.17986793663
4038,CULBERSON HOSPITAL,VAN HORN,TX,79855,CULBERSON,4322832760,5.13889048211,4.13116556461,6.32627180298,7.17986793663
4039,COON MEMORIAL HOSPITAL,DALHART,TX,79022,DALLAM,8062444571,5.22542366229,5.49229165398,6.32627180298,9.00128430122
4040,BAYLOR HEART AND VASCULAR HOSPITAL,DALLAS,TX,75226,DALLAS,2148200670,4.92201047289,7.16752376398,7.3498108365,6.46305682289
4041,BAYLOR MEDICAL CENTER AT IRVING,IRVING,TX,75061,DALLAS,9725798100,5.51199683177,5.5820362313,5.93897547619,6.90534932282
4042,BAYLOR MEDICAL CENTER AT UPTOWN,DALLAS,TX,75204,DALLAS,2144433000,5.34354989146,7.36197034817,7.03824252161,6.24055937383
4043,BAYLOR SCOTT & WHITE MEDICAL CENTER GARLAND,GARLAND,TX,75042,DALLAS,9724875000,5.87885523922,4.47518644434,7.68911275281,7.38322339868
4044,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,ROWLETT,TX,75088,DALLAS,9724122273,3.21686039978,4.14612299416,6.43165474866,8.3236579609
4045,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,SUNNYVALE,TX,75182,DALLAS,9728923000,5.57994529129,3.95167640996,6.65717572161,5.00759021042
4046,BAYLOR SCOTT AND WHITE MEDICAL CENTER WHITE ROCK,DALLAS,TX,75218,DALLAS,2143246100,5.47991640001,4.63971816943,5.80470483261,5.95545636741
4047,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,IRVING,TX,75063,DALLAS,9728684000,5.2560276684,6.95811975023,6.7289635212,5.59851460955
4048,BAYLOR UNIVERSITY MEDICAL CENTER,DALLAS,TX,75246,DALLAS,2148200111,4.19031233462,5.357674788,6.05058794866,7.16568034625
4049,CHILDRENS MEDICAL CTR OF DALLAS,DALLAS,TX,75235,DALLAS,2144567000,5.13889048211,4.13116556461,6.32627180298,7.17986793663
4050,CRESCENT MEDICAL CENTER LANCASTER,LANCASTER,TX,75146,DALLAS,9722308888,5.13889048211,4.28073986014,6.24179605864,7.17986793663
4051,DALLAS MEDICAL CENTER,DALLAS,TX,75234,DALLAS,9722471000,6.03329656886,2.66533746836,7.6890053363,1.78925919364
4052,DALLAS REGIONAL MEDICAL CENTER,MESQUITE,TX,75149,DALLAS,2143207000,4.60590398252,3.47303866425,5.88487112036,7.08843679865
4053,FIRST TEXAS HOSPITAL CARRROLLTON LLC,CARROLLTON,TX,75006,DALLAS,9728100700,5.13889048211,5.46237679487,6.32627180298,7.17986793663
4054,LAS COLINAS MEDICAL CENTER,IRVING,TX,75039,DALLAS,9729692000,5.69549195709,5.46237679487,5.89988257831,9.04519827143
4055,MEDICAL CITY DALLAS,DALLAS,TX,75230,DALLAS,9725666222,5.08798230104,5.1632282038,6.61032869407,6.09935906961
4056,METHODIST CHARLTON MEDICAL CENTER,DALLAS,TX,75237,DALLAS,2149477777,2.76878845955,5.05852619693,5.79759520203,5.41407593467
4057,METHODIST DALLAS MEDICAL CENTER,DALLAS,TX,75203,DALLAS,2149472879,4.08727735264,5.44741936532,6.97532329803,6.742980233
4058,METHODIST HOSPITAL FOR SURGERY,ADDISON,TX,75001,DALLAS,4692483900,5.53494603113,6.43460971585,8.15618661356,5.83970364594
4059,METHODIST RICHARDSON MEDICAL CENTER,RICHARDSON,TX,75082,DALLAS,4692041000,5.9155227228,5.70169566773,4.72087219766,4.16421678254
4060,NORTH CENTRAL SURGICAL CENTER LLP,DALLAS,TX,75231,DALLAS,2142652810,5.46629258637,7.21239605264,7.3823781811,5.87010562531
4061,PARKLAND HEALTH AND HOSPITAL SYSTEM,DALLAS,TX,75235,DALLAS,2145908000,5.07922929354,4.50510130344,2.91788599572,8.23065042399
4062,PINE CREEK MEDICAL CENTER LLP,DALLAS,TX,75235,DALLAS,2142312273,5.31879268709,5.79144024505,7.05049471784,4.96367624021
4063,TEXAS GENERAL HOSPITAL,GRAND PRAIRIE,TX,75051,DALLAS,4696352073,5.13889048211,6.61409887049,6.33882673922,7.17986793663
4064,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,DALLAS,TX,75231,DALLAS,2143456789,6.28080273029,5.02861133782,6.70020946288,5.80885126687
4065,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,DALLAS,TX,75231,DALLAS,2146475300,5.23521452059,7.34701291862,6.61032869407,5.59468621215
4066,TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN,DALLAS,TX,75219,DALLAS,2145595000,5.13889048211,4.13116556461,6.32627180298,7.17986793663
4067,UT SOUTHWESTERN UNIVERSITY HOSPITAL,DALLAS,TX,75390,DALLAS,2146335555,7.0563140063,6.195290843,6.61032869407,6.76189702017
4068,UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,DALLAS,TX,75390,DALLAS,2148793758,4.84734157788,5.7764828155,6.87886998122,5.36836036568
4069,WALNUT HILL MEDICAL CENTER,DALLAS,TX,75231,DALLAS,9728636000,5.8208309471,4.87903704228,5.75456146077,7.10149838979
4070,MEDICAL ARTS HOSPITAL,LAMESA,TX,79331,DAWSON,8068722183,5.08048684177,4.62476073987,6.28503120587,8.97133272154
4071,CUERO COMMUNITY HOSPITAL,CUERO,TX,77954,DE WITT,3612756191,5.13114602941,6.2252057021,6.27949925536,7.76696393836
4072,YOAKUM COMMUNITY HOSPITAL,YOAKUM,TX,77995,DE WITT,3612932321,5.03051044834,5.88118482237,6.32627180298,7.93676462335
4073,HEREFORD REGIONAL MEDICAL CENTER,HEREFORD,TX,79045,DEAF SMITH,8063642141,5.19565745627,4.92390933094,6.26322565336,8.6774469209
4074,BAYLOR EMERGENCY MEDICAL CENTER,AUBREY,TX,76227,DENTON,9723472525,5.13889048211,4.84912218392,6.20753690393,7.17986793663
4075,BAYLOR MEDICAL CENTER AT TROPHY CLUB,TROPHY CLUB,TX,76262,DENTON,8178374600,5.23324262992,6.53931172273,6.89286098228,4.40405461984
4076,BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON,CARROLLTON,TX,75010,DENTON,9723942255,4.32547523078,4.57988845121,5.79842096649,5.69174734631
4077,DENTON REGIONAL MEDICAL CENTER,DENTON,TX,76210,DENTON,9403843535,6.02860919402,5.40254707666,6.54319337228,5.40979713757
4078,MAYHILL HOSPITAL,DENTON,TX,76208,DENTON,9402393000,5.13889048211,4.13116556461,6.32627180298,7.17986793663
4079,MEDICAL CENTER OF LEWISVILLE,LEWISVILLE,TX,75057,DENTON,9724201000,6.21165618508,5.41750450621,5.74665291986,6.33942210676
4080,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,DENTON,TX,76201,DENTON,9408987000,4.89644497223,4.80424989452,7.762484946,4.92809466434
4081,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,FLOWER MOUND,TX,75028,DENTON,9724191530,5.52400080085,6.10554626567,6.17918565754,5.50460627326
4082,THE HEART HOSPITAL BAYLOR DENTON,DENTON,TX,76208,DENTON,9402200600,5.19858264602,7.6760763688,6.47276841972,7.17986793663
4083,DIMMIT REGIONAL HOSPITAL,CARRIZO SPRINGS,TX,78834,DIMMIT,8308762424,4.86634016054,5.95597197014,6.25688807898,9.11320862529
4084,EASTLAND MEMORIAL HOSPITAL,EASTLAND,TX,76448,EASTLAND,2546292601,5.44714757994,7.10769404576,6.31878684567,8.48872944892
4085,MEDICAL CENTER HOSPITAL,ODESSA,TX,79761,ECTOR,4326404000,3.47295319491,3.71235753711,5.11979699326,6.88395533733
4086,ODESSA REGIONAL MEDICAL CENTER,ODESSA,TX,79761,ECTOR,4325828340,4.94986437996,4.9687816196,6.35424100911,6.45787722641
4087,EL PASO CHILDREN'S HOSPITAL,EL PASO,TX,79905,EL PASO,9155217148,5.13889048211,4.13116556461,6.32627180298,7.17986793663
4088,EL PASO SPECIALTY HOSPITAL,EL PASO,TX,79902,EL PASO,9155443636,5.3085773852,6.38973742719,6.84900819009,6.26938495427
4089,FOUNDATION SURGICAL HOSPITAL OF EL PASO,EL PASO,TX,79936,EL PASO,9155984240,5.11330434058,5.68673823817,6.98732038003,5.34291278294
4090,LAS PALMAS MEDICAL CENTER,EL PASO,TX,79902,EL PASO,9155211200,4.22123849549,4.56493102166,5.93220152222,6.40608126154
4091,SIERRA MEDICAL CENTER,EL PASO,TX,79902,EL PASO,9157474000,2.83321013375,3.89184669175,5.73756951082,7.11973957742
4092,SIERRA PROVIDENCE EAST MEDICAL CENTER,EL PASO,TX,79938,EL PASO,9158567349,3.32445882155,4.47518644434,6.00611079797,7.46114254582
4093,THE HOSPITALS OF PROVIDENCE MEMORIAL CAMPUS,EL PASO,TX,79902,EL PASO,9155776011,4.13431152691,3.9068041213,3.99205114433,6.30969572693
4094,THE HOSPITALS OF PROVIDENCE TRANSMOUNTAIN CAMPUS,EL PASO,TX,79911,EL PASO,9158778136,5.13889048211,4.13116556461,6.32627180298,7.17986793663
4095,UNIVERSITY MEDICAL CENTER OF EL PASO,EL PASO,TX,79905,EL PASO,9155217602,2.74482326343,4.60980331032,6.43179573283,9.69850302824
4096,BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,WAXAHACHIE,TX,75165,ELLIS,9729237000,5.97662232413,6.15041855433,6.84254977213,6.41328765665
4097,ENNIS REGIONAL MEDICAL CENTER,ENNIS,TX,75119,ELLIS,9728750900,5.17402049923,6.09058883612,6.15845427017,7.57824646638
4098,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,STEPHENVILLE,TX,76401,ERATH,2549651500,4.53499894791,6.28503542032,6.57163860812,8.30564197312
4099,FALLS COMMUNITY HOSPITAL AND CLINIC,MARLIN,TX,76661,FALLS,2548033561,5.54116929979,6.8384603138,6.22589170091,9.03776667647
4100,TMC- BONHAM HOSPITAL,BONHAM,TX,75418,FANNIN,9036407311,4.10557971188,4.13116556461,6.32627180298,8.02324136469
4101,ST MARKS MEDICAL CENTER,LA GRANGE,TX,78945,FAYETTE,9792422200,5.66275382029,5.83631253371,6.51688303967,6.41418845604
4102,FISHER COUNTY HOSPITAL DISTRICT,ROTAN,TX,79546,FISHER,3257352256,5.13889048211,4.13116556461,6.32627180298,7.17986793663
4103,W J MANGOLD MEMORIAL HOSPITAL,LOCKNEY,TX,79241,FLOYD,8066523373,5.43418201613,8.02009724853,6.32627180298,8.96007272917
4104,EMERUS HOSPITAL,SUGAR LAND,TX,77479,FORT BEND,2815160911,5.13889048211,4.13116556461,6.20806055944,7.17986793663
4105,HOUSTON METHODIST SUGARLAND HOSPITAL,SUGAR LAND,TX,77479,FORT BEND,2812748000,6.73321905249,6.18033341344,5.92410500241,5.19090288606
4106,MEMORIAL HERMANN SUGAR LAND HOSPITAL,SUGAR LAND,TX,77479,FORT BEND,2814994800,5.69903370492,4.9687816196,5.89978858886,7.48501372963
4107,OAKBEND MEDICAL CENTER,RICHMOND,TX,77469,FORT BEND,2813413000,6.34368154053,4.53501616255,6.04182678916,7.49289572428
4108,ST LUKE'S SUGAR LAND HOSPITAL,SUGAR LAND,TX,77478,FORT BEND,2816377000,6.01578417344,3.95167640996,6.56663031311,5.83024525235
4109,SUGAR LAND SURGICAL HOSPITAL LLP,SUGAR LAND,TX,77479,FORT BEND,2812431000,5.21044548212,8.7380538671,6.47605805049,6.41824205329
4110,FREESTONE MEDICAL CENTER,FAIRFIELD,TX,75840,FREESTONE,9033891612,5.31376139892,4.13116556461,6.20751676334,9.12289221872
4111,FRIO REGIONAL HOSPITAL,PEARSALL,TX,78061,FRIO,8303343617,4.74953287986,5.82135510416,6.21602952214,8.85873279792
4112,MEMORIAL HOSPITAL,SEMINOLE,TX,79360,GAINES,4327584854,5.17690572713,6.04571654746,6.37797334536,7.02588754105
4113,SHRINERS HOSPITALS FOR CHILDREN,GALVESTON,TX,77550,GALVESTON,4097706600,5.13889048211,4.84912218392,6.32627180298,7.17986793663
4114,UNIVERSITY OF TEXAS MEDICAL BRANCH,GALVESTON,TX,77555,GALVESTON,4097721011,5.04273512022,5.62690851996,5.8718401544,6.40270326383
4115,HILL COUNTRY MEMORIAL HOSPITAL INC,FREDERICKSBURG,TX,78624,GILLESPIE,8309974353,5.94539117271,7.57137436192,7.28055403854,7.95072701388
4116,MEMORIAL HOSPITAL,GONZALES,TX,78629,GONZALES,8306727581,5.17690572713,6.04571654746,6.37797334536,7.02588754105
4117,PAMPA REGIONAL MEDICAL CENTER,PAMPA,TX,79065,GRAY,8066653721,5.79128234916,5.1632282038,6.6832107994,7.09226519606
4118,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL AT SHERMA,SHERMAN,TX,75090,GRAYSON,9038133728,5.23019768945,7.09273661621,6.70839997213,5.19405568392
4119,TEXOMA MEDICAL CENTER,DENISON,TX,75020,GRAYSON,9034164000,3.93284742462,5.29784506978,5.26286907752,5.09654415007
4120,WILSON N JONES REGIONAL MEDICAL CENTER,SHERMAN,TX,75091,GRAYSON,9038704611,5.71223841632,3.95167640996,3.33257416488,5.85163923784
4121,ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,KILGORE,TX,75662,GREGG,9039843505,5.13889048211,4.13116556461,6.20755704453,7.17986793663
4122,CHRISTUS GOOD SHEPHERD MEDICAL CENTER- LONGVIEW,LONGVIEW,TX,75601,GREGG,9033152000,4.18091326522,5.43246193576,6.81173465943,6.88102773932
4123,LONGVIEW REGIONAL MEDICAL CENTER,LONGVIEW,TX,75605,GREGG,9037581818,7.44678977057,5.47733422442,5.51449897712,8.09057611901
4124,GRIMES ST JOSEPH HEALTH CENTER,NAVASOTA,TX,77868,GRIMES,9368256585,4.82740440031,4.13116556461,6.32627180298,7.17986793663
4125,GUADALUPE REGIONAL MEDICAL CENTER,SEGUIN,TX,78155,GUADALUPE,8303792411,4.30712324359,6.12050369523,6.53880272223,5.25463444283
4126,COVENANT HOSPITAL PLAINVIEW,PLAINVIEW,TX,79072,HALE,8062965531,5.29145231352,5.86622739282,7.14674662868,7.00781525331
4127,HAMILTON GENERAL HOSPITAL,HAMILTON,TX,76531,HAMILTON,2543863151,5.49358666262,7.6760763688,6.25810994184,9.15869899443
4128,HANSFORD COUNTY HOSPITAL,SPEARMAN,TX,79081,HANSFORD,8066592535,5.17782624233,4.13116556461,6.32627180298,7.37444060464
4129,CHILLICOTHE HOSPITAL DISTRICT,CHILLICOTHE,TX,79225,HARDEMAN,9408525131,5.13889048211,4.13116556461,6.32627180298,7.17986793663
4130,HARDEMAN COUNTY MEMORIAL HOSPITAL,QUANAH,TX,79252,HARDEMAN,9406632795,5.13889048211,4.13116556461,6.32627180298,7.17986793663
4131,"AD HOSPITAL EAST, LLC",HOUSTON,TX,77015,HARRIS,7133303897,5.13889048211,4.13116556461,6.32627180298,7.17986793663
4132,ALTUS BAYTOWN HOSPITAL,BAYTOWN,TX,77521,HARRIS,2818377600,5.13889048211,4.13116556461,6.32627180298,7.17986793663
4133,"BAY AREA REGIONAL MEDICAL CENTER, LLC",WEBSTER,TX,77598,HARRIS,2815257000,6.24601760378,4.520058733,5.86648275572,4.88395549429
4134,BAYSHORE MEDICAL CENTER,PASADENA,TX,77504,HARRIS,7133591000,4.74876887016,3.77218725532,5.9319061268,6.68713067089
4135,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,HOUSTON,TX,77030,HARRIS,8323551000,6.70609256321,4.23586757148,5.8718401544,5.35800117271
4136,CLEAR LAKE REGIONAL MEDICAL CENTER,WEBSTER,TX,77598,HARRIS,2813322511,7.83126023416,4.26578243059,5.08613534292,5.08595975725
4137,CYPRESS FAIRBANKS MEDICAL CENTER,HOUSTON,TX,77065,HARRIS,2818973100,5.31254727233,3.35337922782,6.12177824388,7.84015388871
4138,EMERUS COMMUNITY HOSPITAL,TOMBALL,TX,77375,HARRIS,2815160911,5.13889048211,4.13116556461,6.20751676334,7.17986793663
4139,FIRST TEXAS HOSPITAL,HOUSTON,TX,77070,HARRIS,8442641435,5.13889048211,4.13116556461,6.32627180298,7.17986793663
4140,HARRIS HEALTH SYSTEM,HOUSTON,TX,77054,HARRIS,7135666417,3.82103774959,4.57988845121,4.51775428159,9.08776104255
4141,HEALTHBRIDGE CHILDRENS'S HOSPITAL OF HOUSTON,HOUSTON,TX,77082,HARRIS,2812937774,5.13889048211,4.13116556461,6.32627180298,7.17986793663
4142,HOUSTON HOSPITAL FOR SPECIALIZED SURGERY,HOUSTON,TX,77004,HARRIS,7135286800,5.13889048211,4.59484588077,6.28020417624,7.17986793663
4143,HOUSTON METHODIST HOSPITAL,HOUSTON,TX,77030,HARRIS,7137902221,9.22996143798,5.357674788,6.72335772183,6.47319081602
4144,HOUSTON METHODIST SAN JACINTO HOSPITAL,BAYTOWN,TX,77521,HARRIS,2814208600,5.37778119126,5.07348362648,5.91803596932,6.07098388886
4145,HOUSTON METHODIST ST JOHN HOSPITAL,NASSAU BAY,TX,77058,HARRIS,2813335503,5.74787508666,4.87903704228,7.32386303463,4.35631225222
4146,HOUSTON METHODIST WEST HOSPITAL,HOUSTON,TX,77094,HARRIS,8325221000,5.9849685409,5.74656795639,7.18221421918,5.42511072718
4147,HOUSTON METHODIST WILLOWBROOK HOSPITAL,HOUSTON,TX,77070,HARRIS,2814771000,6.37748512228,6.12050369523,7.32687069704,4.49818815598
4148,HOUSTON NORTHWEST MEDICAL CENTER,HOUSTON,TX,77090,HARRIS,2814401000,5.04708354677,3.92176155086,6.22091026003,5.55662743797
4149,HOUSTON PHYSICIANS' HOSPITAL,WEBSTER,TX,77598,HARRIS,2813351700,5.26657212329,7.24231091174,6.75810025085,5.76673889543
4150,"HUMBLE SURGICAL HOSPITAL, LLC",HUMBLE,TX,77338,HARRIS,2819642100,5.13889048211,4.13116556461,6.32627180298,7.17986793663
4151,KINGWOOD MEDICAL CENTER,KINGWOOD,TX,77325,HARRIS,2813597500,6.64853055908,4.66963302853,6.58703273741,3.77236904835
4152,MEMORIAL HERMANN HOSPITAL SYSTEM,HOUSTON,TX,77008,HARRIS,7134486796,8.10369216984,5.41750450621,6.28506477353,5.65413897182
4153,MEMORIAL HERMANN KATY HOSPITAL,KATY,TX,77494,HARRIS,2813921111,5.70364575044,5.71665309728,6.20961809891,6.01175632922
4154,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,HOUSTON,TX,77024,HARRIS,7132423000,7.28478336999,5.95597197014,7.08027594658,6.70424585928
4155,MEMORIAL HERMANN NORTHEAST,HUMBLE,TX,77338,HARRIS,2815407700,4.92121392645,5.07348362648,6.40560624381,7.01704844705
4156,MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD,KINGWOOD,TX,77339,HARRIS,2813124000,5.21345684678,6.43460971585,6.45664922896,5.37646756018
4157,MEMORIAL HERMANN TEXAS MEDICAL CENTER,HOUSTON,TX,77030,HARRIS,7137043700,4.14919714614,4.9388667605,6.07324611976,5.48005948991
4158,NORTH CYPRESS MEDICAL CENTER,CYPRESS,TX,77429,HARRIS,2818900203,6.20018489075,4.87903704228,3.85357782961,5.53838625034
4159,PARK PLAZA HOSPITAL,HOUSTON,TX,77004,HARRIS,7135275019,7.02435791961,4.43031415568,6.55890303758,5.64152778037
4160,PROVIDENCE HOSPITAL OF NORTH HOUSTON LLC,HOUSTON,TX,77090,HARRIS,2814537916,5.13889048211,4.13116556461,6.32627180298,7.17986793663
4161,SHRINERS HOSPITALS FOR CHILDREN,HOUSTON,TX,77030,HARRIS,7137971616,5.13889048211,4.84912218392,6.32627180298,7.17986793663
4162,ST JOSEPH MEDICAL CENTER,HOUSTON,TX,77002,HARRIS,7137571000,6.11884677768,3.4580812347,7.86601432572,5.39673554643
4163,ST LUKE'S HOSPITAL AT THE VINTAGE,HOUSTON,TX,77070,HARRIS,8325345000,5.48662928684,4.57988845121,6.09875082851,6.42499804871
4164,ST LUKE'S PATIENTS MEDICAL CENTER,PASADENA,TX,77505,HARRIS,2814870700,6.68604594132,4.59484588077,6.94600530301,4.23695633319
4165,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,PASADENA,TX,77504,HARRIS,7133783000,5.15265105903,8.60343700112,6.27465208513,7.17986793663
4166,TEXAS CHILDRENS HOSP,HOUSTON,TX,77030,HARRIS,8328241000,5.13889048211,4.13116556461,6.32627180298,7.17986793663
4167,TEXAS ORTHOPEDIC HOSPITAL,HOUSTON,TX,77030,HARRIS,7137998600,5.65268180252,6.94316232067,8.06369428073,6.48400040869
4168,TOMBALL REGIONAL MEDICAL CENTER,TOMBALL,TX,77375,HARRIS,2813511623,6.9813282024,4.90895190139,4.61030703621,5.10690334305
4169,TOPS SURGICAL SPECIALTY HOSPITAL,HOUSTON,TX,77090,HARRIS,2815392900,5.28491359627,7.40684263683,6.79766980952,5.85073843845
4170,UNITED MEMORIAL MEDICAL CENTER,HOUSTON,TX,77091,HARRIS,7136911111,5.45418991745,4.71450531719,6.66000883219,6.86323695139
4171,WEST HOUSTON MEDICAL CENTER,HOUSTON,TX,77082,HARRIS,2815888080,6.39664873638,4.37048443746,5.85117590235,4.54728172268
4172,"WOMANS HOSPITAL OF TEXAS,THE",HOUSTON,TX,77054,HARRIS,7137901234,4.99064723646,4.34056957835,6.37934290592,7.17986793663
4173,CHRISTUS GOOD SHEPHERD MEDICAL CENTER MARSHALL,MARSHALL,TX,75670,HARRISON,9039276712,6.71171202337,5.26793021068,6.4089227287,6.29280573839
4174,HASKELL MEMORIAL HOSPITAL,HASKELL,TX,79521,HASKELL,9408642621,5.08048684177,4.13116556461,6.32627180298,8.19326724935
4175,CENTRAL TEXAS MEDICAL CENTER,SAN MARCOS,TX,78666,HAYS,5127533690,5.93316318706,5.1632282038,5.51889634069,6.08201868138
4176,SETON MEDICAL CENTER HAYS,KYLE,TX,78640,HAYS,5123245000,5.02423334494,5.49229165398,4.55400735536,5.43772191863
4177,HEMPHILL COUNTY HOSPITAL,CANADIAN,TX,79014,HEMPHILL,8063236622,5.29463352301,4.13116556461,6.21250491775,9.4417752024
4178,EAST TEXAS MEDICAL CENTER ATHENS,ATHENS,TX,75751,HENDERSON,9036761000,4.21038025452,5.19314306291,6.51020978868,7.71629397273
4179,CORNERSTONE REGIONAL HOSPITAL,EDINBURG,TX,78539,HIDALGO,9566184444,5.27450261898,5.11835591514,6.08968084654,6.44076203802
4180,DOCTORS HOSPITAL AT RENAISSANCE,EDINBURG,TX,78539,HIDALGO,9563628677,6.97984971547,4.68459045809,6.84063641546,5.70503413729
4181,KNAPP MEDICAL CENTER,WESLACO,TX,78596,HIDALGO,9569688567,6.94083696341,4.50510130344,7.24199822324,6.32163131883
4182,MISSION REGIONAL MEDICAL CENTER,MISSION,TX,78572,HIDALGO,9563239000,7.00229278396,5.25297278112,6.42355151532,6.19079020759
4183,RIO GRANDE REGIONAL HOSPITAL,MCALLEN,TX,78503,HIDALGO,9566326000,8.20430385132,4.13116556461,6.72250510324,6.65943108968
4184,SOUTH TEXAS HEALTH SYSTEM,EDINBURG,TX,78539,HIDALGO,9566324000,6.45712256284,4.29569728969,5.47470787189,8.07819012742
4185,HILL REGIONAL HOSPITAL,HILLSBORO,TX,76645,HILL,2545808500,3.77131207948,5.89614225192,6.42371264009,9.27963131239
4186,COVENANT HOSPITAL LEVELLAND,LEVELLAND,TX,79336,HOCKLEY,8068944963,4.96974367323,6.28503542032,6.24014452973,9.07852784882
4187,LAKE GRANBURY MEDICAL CENTER,GRANBURY,TX,76048,HOOD,8175732683,3.7532730359,4.53501616255,7.30472946792,6.11534825877
4188,CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,SULPHUR SPRINGS,TX,75482,HOPKINS,9038857671,4.45896948007,4.37048443746,6.32627180298,5.44155031603
4189,TIMBERLANDS HOSPITAL,CROCKETT,TX,75835,HOUSTON,9365463890,4.23448399998,3.38329408693,6.43466241107,9.59108270112
4190,SCENIC MOUNTAIN MEDICAL CENTER,BIG SPRING,TX,79720,HOWARD,4322631211,3.33143530487,5.13331334469,6.35610065752,9.1123078259
4191,HUNT REGIONAL MEDICAL CENTER,GREENVILLE,TX,75401,HUNT,9034085000,5.80616760331,4.9388667605,5.99747719559,4.95782104418
4192,GOLDEN PLAINS COMMUNITY HOSPITAL,BORGER,TX,79007,HUTCHINSON,8062731100,4.80577717677,6.2252057021,6.32627180298,8.77405765536
4193,FAITH COMMUNITY HOSPITAL,JACKSBORO,TX,76458,JACK,9405676633,5.23622988267,8.64830928978,5.44788731084,8.72428848912
4194,JACKSON HEALTHCARE CENTER,EDNA,TX,77957,JACKSON,3617827800,5.13889048211,4.13116556461,6.32627180298,7.17986793663
4195,CHRISTUS JASPER MEMORIAL HOSPITAL,JASPER,TX,75951,JASPER,4093845461,4.80974107664,5.68673823817,6.27247018717,8.27118639649
4196,BAPTIST BEAUMONT HOSPITAL,BEAUMONT,TX,77701,JEFFERSON,4092125012,3.67318176589,4.75937760585,5.87840598887,6.52453638119
4197,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,BEAUMONT,TX,77702,JEFFERSON,4098927171,4.25830553567,5.31280249934,4.46199839685,5.9077139998
4198,THE MEDICAL CENTER OF SOUTHEAST TEXAS,PORT ARTHUR,TX,77640,JEFFERSON,4098535900,5.98914323034,3.99654869862,7.33963983525,5.37781875927
4199,CHRISTUS SPOHN HOSPITAL ALICE,ALICE,TX,78332,JIM WELLS,3616618016,5.70158394422,5.44741936532,6.95711619876,7.86988026873
4200,BAYLOR EMERGENCY MEDICAL CENTER,BURLESON,TX,76028,JOHNSON,2142946250,5.13889048211,4.84912218392,6.20753690393,7.17986793663
4201,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,CLEBURNE,TX,76033,JOHNSON,8176412551,6.20374565065,5.46237679487,6.3639622037,7.15847395114
4202,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,BURLESON,TX,76028,JOHNSON,8175685317,5.79791526177,5.11835591514,6.8593805973,3.84285660054
4203,ANSON GENERAL HOSPITAL,ANSON,TX,79501,JONES,3258233231,5.20158324372,7.81069323478,6.24156108502,9.19180337197
4204,HAMLIN MEMORIAL HOSPITAL,HAMLIN,TX,79520,JONES,3255763646,5.13889048211,4.13116556461,6.21796973294,7.17986793663
4205,STAMFORD MEMORIAL HOSPITAL,STAMFORD,TX,79553,JONES,3257732725,5.13889048211,4.13116556461,6.22027247448,7.17986793663
4206,OTTO KAISER MEMORIAL HOSPITAL,KENEDY,TX,78119,KARNES,8305833401,5.04155108155,4.13116556461,6.32627180298,8.23380322185
4207,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,KAUFMAN,TX,75142,KAUFMAN,9729327200,4.46815686124,6.13546112478,6.44663263895,7.3122854468
4208,PETERSON REGIONAL MEDICAL CENTER,KERRVILLE,TX,78028,KERR,8308964200,2.8098121722,5.82135510416,5.89021509197,6.3605908924
